,FIPS,Unemployment_rate_2019
466,13131,3.4
467,13133,3.9
468,13135,3.0
469,13137,3.5
470,13139,2.8
471,13141,5.5
472,13143,3.3
473,13145,3.1
474,13147,3.5
475,13149,3.3
476,13151,3.5
477,13153,3.3
478,13155,4.7
479,13157,2.7
480,13159,3.1
481,13161,4.6
482,13163,4.7
483,13165,5.1
484,13167,3.6
485,13169,3.2
486,13171,3.9
487,13173,3.9
488,13175,4.6
489,13177,3.1
490,13179,3.7
491,13181,3.9
492,13183,3.6
493,13185,3.5
494,13187,3.1
495,13189,5.1
496,13191,3.6
497,13193,4.6
498,13195,3.0
499,13197,4.2
500,13199,4.5
501,13201,3.3
502,13205,4.6
503,13207,3.2
504,13209,5.3
505,13211,3.1
506,13213,5.0
507,13215,4.5
508,13217,3.9
509,13219,2.5
510,13221,3.2
511,13223,2.9
512,13225,4.1
513,13227,3.0
514,13229,3.4
515,13231,3.0
516,13233,3.6
517,13235,3.8
518,13237,4.3
519,13239,5.0
520,13241,3.5
521,13243,4.8
522,13245,4.5
523,13247,3.8
524,13249,3.9
525,13251,5.4
526,13253,4.4
527,13255,4.0
528,13257,3.9
529,13259,4.2
530,13261,4.8
531,13263,4.5
532,13265,4.9
533,13267,3.8
534,13269,4.0
535,13271,9.5
536,13273,5.0
537,13275,4.0
538,13277,3.4
539,13279,4.9
540,13281,4.8
541,13283,5.3
542,13285,3.2
543,13287,3.8
544,13289,5.4
545,13291,3.1
546,13293,3.6
547,13295,3.6
548,13297,3.1
549,13299,3.7
550,13301,4.5
551,13303,4.1
552,13305,4.0
553,13307,5.0
554,13309,7.5
555,13311,2.6
556,13313,4.4
557,13315,4.5
558,13317,4.5
559,13319,3.8
560,13321,3.9
561,15000,2.7
562,15001,3.4
563,15003,2.6
564,15007,2.7
565,15009,2.6
566,16000,2.9
567,16001,2.5
568,16003,6.8
569,16005,2.8
570,16007,2.9
571,16009,5.2
572,16011,2.7
573,16013,2.6
574,16015,4.3
575,16017,4.2
576,16019,2.4
577,16021,4.4
578,16023,2.6
579,16025,2.7
580,16027,3.2
581,16029,2.7
582,16031,2.4
583,16033,3.7
584,16035,6.8
585,16037,4.2
586,16039,3.3
587,16041,2.3
588,16043,2.3
589,16045,3.3
590,16047,2.6
591,16049,4.5
592,16051,2.3
593,16053,2.6
594,16055,3.6
595,16057,2.7
596,16059,4.8
597,16061,5.5
598,16063,3.6
599,16065,1.8
600,16067,2.5
601,16069,2.8
602,16071,2.3
603,16073,3.4
604,16075,3.6
605,16077,3.1
606,16079,5.9
607,16081,2.2
608,16083,2.8
609,16085,3.9
610,16087,4.2
611,17000,4.0
612,17001,3.4
613,17003,6.2
614,17005,3.8
615,17007,5.6
616,17009,2.4
617,17011,4.6
618,17013,4.8
619,17015,4.1
620,17017,4.1
621,17019,3.8
622,17021,4.8
623,17023,4.5
624,17025,4.5
625,17027,3.1
626,17029,4.0
627,17031,3.8
628,17033,4.3
629,17035,3.4
630,17037,4.1
631,17039,4.3
632,17041,3.6
633,17043,2.9
634,17045,4.2
635,17047,4.1
636,17049,3.3
637,17051,4.4
638,17053,4.3
639,17055,5.4
640,17057,5.6
641,17059,4.9
642,17061,4.3
643,17063,4.5
644,17065,3.9
645,17067,4.7
646,17069,6.6
647,17071,4.8
648,17073,4.8
649,17075,4.2
650,17077,3.8
651,17079,4.2
652,17081,4.6
653,17083,4.4
654,17085,4.1
655,17087,6.0
656,17089,4.4
657,17091,5.0
658,17093,3.3
659,17095,5.0
660,17097,4.1
661,17099,5.3
662,17101,5.2
663,17103,4.0
664,17105,4.1
665,17107,4.3
666,17109,4.7
667,17111,3.3
668,17113,3.8
669,17115,5.3
670,17117,4.3
671,17119,3.9
672,17121,4.5
673,17123,4.8
674,17125,5.3
675,17127,5.6
676,17129,3.8
677,17131,5.0
678,17133,3.1
679,17135,5.2
680,17137,4.0
681,17139,3.3
682,17141,4.8
683,17143,5.1
684,17145,5.1
685,17147,3.6
686,17149,4.3
687,17151,5.6
688,17153,6.6
689,17155,5.0
690,17157,3.7
691,17159,4.1
692,17161,4.9
693,17163,4.5
694,17165,5.3
695,17167,4.0
696,17169,4.2
697,17171,4.7
698,17173,3.9
699,17175,5.7
700,17177,4.4
701,17179,4.4
702,17181,5.7
703,17183,5.1
704,17185,3.8
705,17187,4.1
706,17189,2.5
707,17191,4.8
708,17193,3.8
709,17195,4.3
710,17197,3.8
711,17199,4.3
712,17201,5.7
713,17203,3.7
714,18000,3.3
715,18001,2.7
716,18003,3.1
717,18005,2.5
718,18007,3.2
719,18009,4.0
720,18011,2.5
721,18013,3.0
722,18015,3.0
723,18017,3.5
724,18019,3.3
725,18021,3.5
726,18023,2.7
727,18025,4.1
728,18027,2.6
729,18029,3.6
730,18031,2.9
731,18033,2.8
732,18035,3.9
733,18037,2.4
734,18039,3.1
735,18041,4.7
736,18043,3.2
737,18045,3.5
738,18047,3.4
739,18049,3.2
740,18051,2.5
741,18053,3.7
742,18055,4.1
743,18057,2.5
744,18059,2.8
745,18061,3.2
746,18063,2.7
747,18065,3.3
748,18067,4.0
749,18069,3.3
750,18071,2.6
751,18073,3.7
752,18075,3.0
753,18077,3.4
754,18079,3.3
755,18081,2.7
756,18083,3.1
757,18085,2.8
758,18087,2.8
759,18089,4.9
760,18091,4.3
761,18093,3.6
762,18095,3.7
763,18097,3.3
764,18099,3.1
765,18101,2.6
766,18103,3.9
767,18105,3.3
768,18107,3.1
769,18109,3.1
770,18111,4.1
771,18113,3.1
772,18115,3.5
773,18117,3.5
774,18119,4.0
775,18121,3.8
776,18123,3.3
777,18125,3.3
778,18127,3.7
779,18129,2.7
780,18131,3.1
781,18133,3.5
782,18135,3.7
783,18137,3.3
784,18139,2.7
785,18141,3.6
786,18143,3.6
787,18145,2.9
788,18147,3.1
789,18149,4.3
790,18151,2.7
791,18153,4.3
792,18155,3.3
793,18157,2.9
794,18159,2.7
795,18161,3.3
796,18163,3.1
797,18165,5.2
798,18167,4.3
799,18169,3.1
800,18171,3.0
801,18173,2.9
802,18175,3.3
803,18177,3.6
804,18179,2.7
805,18181,2.7
806,18183,2.9
807,19000,2.7
808,19001,2.4
809,19003,1.7
810,19005,3.5
811,19007,3.6
812,19009,2.5
813,19011,3.0
814,19013,3.2
815,19015,2.4
816,19017,2.3
817,19019,2.8
818,19021,2.1
819,19023,3.2
820,19025,2.6
821,19027,1.9
822,19029,2.8
823,19031,2.5
824,19033,2.7
825,19035,2.5
826,19037,2.9
827,19039,2.9
828,19041,2.8
829,19043,3.7
830,19045,3.7
831,19047,3.6
832,19049,2.0
833,19051,2.9
834,19053,2.2
835,19055,2.4
836,19057,4.0
837,19059,2.9
838,19061,2.6
839,19063,2.6
840,19065,3.6
841,19067,3.6
842,19069,2.3
843,19071,2.8
844,19073,2.4
845,19075,2.8
846,19077,3.0
847,19079,2.9
848,19081,2.4
849,19083,3.2
850,19085,2.4
851,19087,2.7
852,19089,2.8
853,19091,2.7
854,19093,2.0
855,19095,2.2
856,19097,3.2
857,19099,2.9
858,19101,2.4
859,19103,2.0
860,19105,3.2
861,19107,3.3
862,19109,2.2
863,19111,3.9
864,19113,2.9
865,19115,3.1
866,19117,2.1
867,19119,1.6
868,19121,3.6
869,19123,2.5
870,19125,2.1
871,19127,4.5
872,19129,2.3
873,19131,1.7
874,19133,3.0
875,19135,3.1
876,19137,2.7
877,19139,2.9
878,19141,2.2
879,19143,1.9
880,19145,2.6
881,19147,2.2
882,19149,2.2
883,19151,1.9
884,19153,2.8
885,19155,2.4
886,19157,2.7
887,19159,2.9
888,19161,2.4
889,19163,3.3
890,19165,2.1
891,19167,1.9
892,19169,1.9
893,19171,3.1
894,19173,1.9
895,19175,3.2
896,19177,2.7
897,19179,3.7
898,19181,2.5
899,19183,2.5
900,19185,2.6
901,19187,3.1
902,19189,2.8
903,19191,2.9
904,19193,2.7
905,19195,2.8
906,19197,2.6
907,20000,3.2
908,20001,3.5
909,20003,3.3
910,20005,5.2
911,20007,2.5
912,20009,3.1
913,20011,4.2
914,20013,3.2
915,20015,3.2
916,20017,2.8
917,20019,3.9
918,20021,3.4
919,20023,2.4
920,20025,2.3
921,20027,3.2
922,20029,3.2
923,20031,4.5
924,20033,2.6
925,20035,3.4
926,20037,3.9
927,20039,3.0
928,20041,3.6
929,20043,3.4
930,20045,2.9
931,20047,2.6
932,20049,3.7
933,20051,2.3
934,20053,2.8
935,20055,2.3
936,20057,2.5
937,20059,3.3
938,20061,4.4
939,20063,2.1
940,20065,3.1
941,20067,2.9
942,20069,2.0
943,20071,2.3
944,20073,3.2
945,20075,1.9
946,20077,2.5
947,20079,2.9
948,20081,2.3
949,20083,2.4
950,20085,2.9
951,20087,3.1
952,20089,2.8
953,20091,2.8
954,20093,2.3
955,20095,3.2
956,20097,2.3
957,20099,4.0
958,20101,2.6
959,20103,3.4
960,20105,2.3
961,20107,5.9
962,20109,2.0
963,20111,3.4
964,20113,2.2
965,20115,3.0
966,20117,2.9
967,20119,2.3
968,20121,3.3
969,20123,2.4
970,20125,4.1
971,20127,2.7
972,20129,2.9
973,20131,2.8
974,20133,4.6
975,20135,2.5
976,20137,2.2
977,20139,3.6
978,20141,2.0
979,20143,2.7
980,20145,2.9
981,20147,2.6
982,20149,2.8
983,20151,2.5
984,20153,2.2
985,20155,3.2
986,20157,2.6
987,20159,2.8
988,20161,2.8
989,20163,3.5
990,20165,2.8
991,20167,2.9
992,20169,3.0
993,20171,1.9
994,20173,3.5
995,20175,3.1
996,20177,3.3
997,20179,2.2
998,20181,2.7
999,20183,2.5
1000,20185,2.7
1001,20187,2.5
1002,20189,2.6
1003,20191,3.4
1004,20193,2.3
1005,20195,2.8
1006,20197,3.2
1007,20199,2.6
1008,20201,2.6
1009,20203,2.0
1010,20205,4.0
1011,20207,4.2
1012,20209,4.3
1013,21000,4.3
1014,21001,5.3
1015,21003,4.2
1016,21005,3.7
1017,21007,5.7
1018,21009,4.5
1019,21011,6.2
1020,21013,6.4
1021,21015,3.4
1022,21017,3.8
1023,21019,5.7
1024,21021,4.7
1025,21023,4.9
1026,21025,7.5
1027,21027,5.3
1028,21029,4.1
1029,21031,4.8
1030,21033,5.0
1031,21035,4.1
1032,21037,3.5
1033,21039,4.2
1034,21041,4.0
1035,21043,8.3
1036,21045,4.2
1037,21047,5.6
1038,21049,3.9
1039,21051,7.0
1040,21053,5.5
1041,21055,4.9
1042,21057,4.2
1043,21059,3.9
1044,21061,4.9
1045,21063,8.2
1046,21065,5.0
1047,21067,3.3
1048,21069,5.4
1049,21071,6.4
1050,21073,3.7
1051,21075,5.7
1052,21077,4.0
1053,21079,4.6
1054,21081,4.1
1055,21083,4.6
1056,21085,5.0
1057,21087,4.4
1058,21089,6.6
1059,21091,3.8
1060,21093,4.1
1061,21095,9.6
1062,21097,4.3
1063,21099,4.7
1064,21101,3.8
1065,21103,3.7
1066,21105,4.8
1067,21107,4.6
1068,21109,6.5
1069,21111,4.0
1070,21113,3.6
1071,21115,6.6
1072,21117,3.6
1073,21119,6.9
1074,21121,6.0
1075,21123,4.5
1076,21125,4.9
1077,21127,7.1
1078,21129,5.7
1079,21131,8.2
1080,21133,7.4
1081,21135,8.9
1082,21137,5.0
1083,21139,5.7
1084,21141,4.0
1085,21143,4.7
1086,21145,4.9
1087,21147,6.0
1088,21149,4.4
1089,21151,3.9
1090,21153,11.0
1091,21155,3.9
1092,21157,4.7
1093,21159,6.9
1094,21161,5.8
1095,21163,4.6
1096,21165,6.9
1097,21167,4.6
1098,21169,4.8
1099,21171,3.9
1100,21173,5.3
1101,21175,5.4
1102,21177,6.2
1103,21179,4.5
1104,21181,4.4
1105,21183,5.1
1106,21185,3.3
1107,21187,4.6
1108,21189,7.0
1109,21191,3.8
1110,21193,6.1
1111,21195,5.8
1112,21197,5.4
1113,21199,4.7
1114,21201,5.4
1115,21203,4.8
1116,21205,5.3
1117,21207,5.7
1118,21209,3.5
1119,21211,3.4
1120,21213,4.5
1121,21215,3.6
1122,21217,4.3
1123,21219,3.9
1124,21221,4.7
1125,21223,4.4
1126,21225,4.5
1127,21227,3.9
1128,21229,3.9
1129,21231,5.8
1130,21233,4.0
1131,21235,5.2
1132,21237,7.1
1133,21239,3.1
1134,22000,4.8
1135,22001,5.3
1136,22003,5.7
1137,22005,4.1
1138,22007,6.1
1139,22009,5.8
1140,22011,5.2
1141,22013,5.9
1142,22015,4.3
1143,22017,5.4
1144,22019,4.1
1145,22021,6.1
1146,22023,3.8
1147,22025,6.4
1148,22027,5.7
1149,22029,6.5
1150,22031,6.0
1151,22033,4.4
1152,22035,10.6
1153,22037,4.6
1154,22039,5.9
1155,22041,7.2
1156,22043,5.8
1157,22045,5.4
1158,22047,5.9
1159,22049,4.7
1160,22051,4.2
1161,22053,4.7
1162,22055,4.3
1163,22057,4.5
1164,22059,4.3
1165,22061,5.4
1166,22063,4.1
1167,22065,8.1
1168,22067,8.3
1169,22069,6.0
1170,22071,4.9
1171,22073,5.3
1172,22075,4.3
1173,22077,5.4
1174,22079,5.1
1175,22081,5.1
1176,22083,6.3
1177,22085,5.1
1178,22087,4.9
1179,22089,4.3
1180,22091,6.1
1181,22093,6.0
1182,22095,5.6
1183,22097,6.3
1184,22099,5.1
1185,22101,5.9
1186,22103,4.2
1187,22105,5.5
1188,22107,8.3
1189,22109,4.6
1190,22111,5.8
1191,22113,5.1
1192,22115,6.2
1193,22117,5.9
1194,22119,6.1
1195,22121,4.5
1196,22123,10.7
1197,22125,4.1
1198,22127,6.3
1199,23000,3.0
1200,23001,3.0
1201,23003,4.6
1202,23005,2.4
1203,23007,3.8
1204,23009,3.5
1205,23011,2.9
1206,23013,2.9
1207,23015,3.0
1208,23017,3.6
1209,23019,3.2
1210,23021,3.7
1211,23023,2.3
1212,23025,4.5
1213,23027,3.2
1214,23029,4.6
1215,23031,2.7
1216,24000,3.6
1217,24001,5.2
1218,24003,3.1
1219,24005,3.7
1220,24009,3.2
1221,24011,3.6
1222,24013,2.9
1223,24015,4.0
1224,24017,3.6
1225,24019,4.8
1226,24021,3.2
1227,24023,4.4
1228,24025,3.3
1229,24027,2.7
1230,24029,4.0
1231,24031,2.9
1232,24033,3.8
1233,24035,3.1
1234,24037,3.3
1235,24039,6.1
1236,24041,3.4
1237,24043,3.9
1238,24045,4.6
1239,24047,7.4
1240,24510,5.1
1241,25000,2.9
1242,25001,3.9
1243,25003,3.5
1244,25005,3.7
1245,25007,4.1
1246,25009,3.0
1247,25011,2.7
1248,25013,4.1
1249,25015,2.7
1250,25017,2.3
1251,25019,4.2
1252,25021,2.5
1253,25023,3.0
1254,25025,2.6
1255,25027,3.1
1256,26000,4.1
1257,26001,6.3
1258,26003,7.8
1259,26005,3.1
1260,26007,4.7
1261,26009,5.1
1262,26011,6.6
1263,26013,6.3
1264,26015,3.2
1265,26017,4.7
1266,26019,5.1
1267,26021,4.0
1268,26023,3.9
1269,26025,4.1
1270,26027,4.3
1271,26029,4.6
1272,26031,8.7
1273,26033,6.3
1274,26035,6.1
1275,26037,3.0
1276,26039,5.6
1277,26041,5.2
1278,26043,4.2
1279,26045,3.4
1280,26047,5.4
1281,26049,4.9
1282,26051,5.7
1283,26053,5.2
1284,26055,3.4
1285,26057,4.4
1286,26059,4.2
1287,26061,4.9
1288,26063,4.4
1289,26065,3.5
1290,26067,3.4
1291,26069,6.0
1292,26071,5.5
1293,26073,3.8
1294,26075,3.8
1295,26077,3.3
1296,26079,5.6
1297,26081,2.9
1298,26083,6.9
1299,26085,6.4
1300,26087,5.4
1301,26089,3.7
1302,26091,3.9
1303,26093,3.3
1304,26095,6.2
1305,26097,9.3
1306,26099,4.2
1307,26101,5.5
1308,26103,4.8
1309,26105,4.9
1310,26107,4.7
1311,26109,4.0
1312,26111,3.7
1313,26113,4.8
1314,26115,3.9
1315,26117,4.1
1316,26119,8.3
1317,26121,4.3
1318,26123,4.2
1319,26125,3.4
1320,26127,5.9
1321,26129,6.7
1322,26131,6.8
1323,26133,4.0
1324,26135,6.9
1325,26137,4.9
1326,26139,2.8
1327,26141,7.6
1328,26143,7.5
1329,26145,4.8
1330,26147,4.9
1331,26149,4.3
1332,26151,4.7
1333,26153,7.0
1334,26155,4.3
1335,26157,5.1
1336,26159,4.6
1337,26161,2.9
1338,26163,5.1
1339,26165,4.5
1340,27000,3.2
1341,27001,6.2
1342,27003,3.1
1343,27005,4.0
1344,27007,4.3
1345,27009,3.9
1346,27011,4.2
1347,27013,2.8
1348,27015,3.6
1349,27017,4.5
1350,27019,2.8
1351,27021,5.5
1352,27023,3.9
1353,27025,3.8
1354,27027,3.0
1355,27029,8.2
1356,27031,4.3
1357,27033,3.7
1358,27035,4.3
1359,27037,2.9
1360,27039,3.4
1361,27041,3.2
1362,27043,4.2
1363,27045,3.3
1364,27047,3.4
1365,27049,3.0
1366,27051,4.5
1367,27053,2.8
1368,27055,3.2
1369,27057,5.4
1370,27059,4.1
1371,27061,6.0
1372,27063,3.4
1373,27065,5.9
1374,27067,3.5
1375,27069,3.6
1376,27071,6.4
1377,27073,3.7
1378,27075,3.6
1379,27077,4.1
1380,27079,4.5
1381,27081,3.8
1382,27083,3.2
1383,27085,3.7
1384,27087,4.7
1385,27089,5.9
1386,27091,3.8
1387,27093,3.9
1388,27095,5.4
1389,27097,5.2
1390,27099,3.0
1391,27101,4.3
1392,27103,2.5
1393,27105,3.0
1394,27107,4.8
1395,27109,2.6
1396,27111,4.2
1397,27113,4.6
1398,27115,5.5
1399,27117,3.5
1400,27119,4.0
1401,27121,3.1
1402,27123,3.0
1403,27125,5.3
1404,27127,3.7
1405,27129,4.5
1406,27131,3.1
1407,27133,2.3
1408,27135,3.9
1409,27137,4.0
1410,27139,2.7
1411,27141,3.5
1412,27143,3.8
1413,27145,3.2
1414,27147,3.2
1415,27149,2.7
1416,27151,4.4
1417,27153,4.4
1418,27155,3.7
1419,27157,3.3
1420,27159,6.2
1421,27161,3.9
1422,27163,2.8
1423,27165,4.0
1424,27167,3.4
1425,27169,2.9
1426,27171,3.3
1427,27173,3.8
1428,28000,5.4
1429,28001,7.1
1430,28003,4.7
1431,28005,7.0
1432,28007,6.2
1433,28009,6.1
1434,28011,7.0
1435,28013,5.5
1436,28015,6.3
1437,28017,5.6
1438,28019,5.5
1439,28021,10.7
1440,28023,6.2
1441,28025,7.5
1442,28027,7.7
1443,28029,6.6
1444,28031,4.9
1445,28033,4.4
1446,28035,5.1
1447,28037,6.8
1448,28039,7.4
1449,28041,7.8
1450,28043,5.1
1451,28045,5.6
1452,28047,5.2
1453,28049,5.2
1454,28051,10.3
1455,28053,10.1
1456,28055,11.3
1457,28057,4.7
1458,28059,6.0
1459,28061,6.8
1460,28063,15.5
1461,28065,6.9
1462,28067,5.4
1463,28069,8.0
1464,28071,4.5
1465,28073,4.2
1466,28075,5.5
1467,28077,6.8
1468,28079,5.5
1469,28081,4.4
1470,28083,7.5
1471,28085,5.6
1472,28087,5.3
1473,28089,4.4
1474,28091,5.5
1475,28093,5.7
1476,28095,5.5
1477,28097,6.0
1478,28099,5.9
1479,28101,5.5
1480,28103,7.3
1481,28105,5.6
1482,28107,6.6
1483,28109,5.2
1484,28111,6.7
1485,28113,6.5
1486,28115,4.3
1487,28117,4.9
1488,28119,8.2
1489,28121,3.9
1490,28123,4.5
1491,28125,8.4
1492,28127,5.2
1493,28129,5.2
1494,28131,6.6
1495,28133,8.9
1496,28135,5.8
