county_code,unemployment_rate_2019
18095,3.7
18097,3.3
18099,3.1
18101,2.6
18103,3.9
18105,3.3
18107,3.1
18109,3.1
18111,4.1
18113,3.1
18115,3.5
18117,3.5
18119,4.0
18121,3.8
18123,3.3
18125,3.3
18127,3.7
18129,2.7
18131,3.1
18133,3.5
18135,3.7
18137,3.3
18139,2.7
18141,3.6
18143,3.6
18145,2.9
18147,3.1
18149,4.3
18151,2.7
18153,4.3
18155,3.3
18157,2.9
18159,2.7
18161,3.3
18163,3.1
18165,5.2
18167,4.3
18169,3.1
18171,3.0
18173,2.9
18175,3.3
18177,3.6
18179,2.7
18181,2.7
18183,2.9
19000,2.7
19001,2.4
19003,1.7
19005,3.5
19007,3.6
19009,2.5
19011,3.0
19013,3.2
19015,2.4
19017,2.3
19019,2.8
19021,2.1
19023,3.2
19025,2.6
19027,1.9
19029,2.8
19031,2.5
19033,2.7
19035,2.5
19037,2.9
19039,2.9
19041,2.8
19043,3.7
19045,3.7
19047,3.6
19049,2.0
19051,2.9
19053,2.2
19055,2.4
19057,4.0
19059,2.9
19061,2.6
19063,2.6
19065,3.6
19067,3.6
19069,2.3
19071,2.8
19073,2.4
19075,2.8
19077,3.0
19079,2.9
19081,2.4
19083,3.2
19085,2.4
19087,2.7
19089,2.8
19091,2.7
19093,2.0
19095,2.2
19097,3.2
19099,2.9
19101,2.4
19103,2.0
19105,3.2
19107,3.3
19109,2.2
19111,3.9
19113,2.9
19115,3.1
19117,2.1
19119,1.6
19121,3.6
19123,2.5
19125,2.1
19127,4.5
19129,2.3
19131,1.7
19133,3.0
19135,3.1
19137,2.7
19139,2.9
19141,2.2
19143,1.9
19145,2.6
19147,2.2
19149,2.2
19151,1.9
19153,2.8
19155,2.4
19157,2.7
19159,2.9
19161,2.4
19163,3.3
19165,2.1
19167,1.9
19169,1.9
19171,3.1
19173,1.9
19175,3.2
19177,2.7
19179,3.7
19181,2.5
19183,2.5
19185,2.6
19187,3.1
19189,2.8
19191,2.9
19193,2.7
19195,2.8
19197,2.6
20000,3.2
20001,3.5
20003,3.3
20005,5.2
20007,2.5
20009,3.1
20011,4.2
20013,3.2
20015,3.2
20017,2.8
20019,3.9
20021,3.4
20023,2.4
20025,2.3
20027,3.2
20029,3.2
20031,4.5
20033,2.6
20035,3.4
20037,3.9
20039,3.0
20041,3.6
20043,3.4
20045,2.9
20047,2.6
20049,3.7
20051,2.3
20053,2.8
20055,2.3
20057,2.5
20059,3.3
20061,4.4
20063,2.1
20065,3.1
20067,2.9
20069,2.0
20071,2.3
20073,3.2
20075,1.9
20077,2.5
20079,2.9
20081,2.3
20083,2.4
20085,2.9
20087,3.1
20089,2.8
20091,2.8
20093,2.3
20095,3.2
20097,2.3
20099,4.0
20101,2.6
20103,3.4
20105,2.3
20107,5.9
20109,2.0
20111,3.4
20113,2.2
20115,3.0
20117,2.9
20119,2.3
20121,3.3
20123,2.4
20125,4.1
20127,2.7
20129,2.9
20131,2.8
20133,4.6
20135,2.5
20137,2.2
20139,3.6
20141,2.0
20143,2.7
20145,2.9
20147,2.6
20149,2.8
20151,2.5
20153,2.2
20155,3.2
20157,2.6
20159,2.8
20161,2.8
20163,3.5
20165,2.8
20167,2.9
20169,3.0
20171,1.9
20173,3.5
20175,3.1
20177,3.3
20179,2.2
20181,2.7
20183,2.5
20185,2.7
20187,2.5
20189,2.6
20191,3.4
20193,2.3
20195,2.8
20197,3.2
20199,2.6
20201,2.6
20203,2.0
20205,4.0
20207,4.2
20209,4.3
21000,4.3
21001,5.3
21003,4.2
21005,3.7
21007,5.7
21009,4.5
21011,6.2
21013,6.4
21015,3.4
21017,3.8
21019,5.7
21021,4.7
21023,4.9
21025,7.5
21027,5.3
21029,4.1
21031,4.8
21033,5.0
21035,4.1
21037,3.5
21039,4.2
21041,4.0
21043,8.3
21045,4.2
21047,5.6
21049,3.9
21051,7.0
21053,5.5
21055,4.9
21057,4.2
21059,3.9
21061,4.9
21063,8.2
21065,5.0
21067,3.3
21069,5.4
21071,6.4
21073,3.7
21075,5.7
21077,4.0
21079,4.6
21081,4.1
21083,4.6
21085,5.0
21087,4.4
21089,6.6
21091,3.8
21093,4.1
21095,9.6
21097,4.3
21099,4.7
21101,3.8
21103,3.7
21105,4.8
21107,4.6
21109,6.5
21111,4.0
21113,3.6
21115,6.6
21117,3.6
21119,6.9
21121,6.0
21123,4.5
21125,4.9
21127,7.1
21129,5.7
21131,8.2
21133,7.4
21135,8.9
21137,5.0
21139,5.7
21141,4.0
21143,4.7
21145,4.9
21147,6.0
21149,4.4
21151,3.9
21153,11.0
21155,3.9
21157,4.7
21159,6.9
21161,5.8
21163,4.6
21165,6.9
21167,4.6
21169,4.8
21171,3.9
21173,5.3
21175,5.4
21177,6.2
21179,4.5
21181,4.4
21183,5.1
21185,3.3
21187,4.6
21189,7.0
21191,3.8
21193,6.1
21195,5.8
21197,5.4
21199,4.7
21201,5.4
21203,4.8
21205,5.3
21207,5.7
21209,3.5
21211,3.4
21213,4.5
21215,3.6
21217,4.3
21219,3.9
21221,4.7
21223,4.4
21225,4.5
21227,3.9
21229,3.9
21231,5.8
21233,4.0
21235,5.2
21237,7.1
21239,3.1
22000,4.8
22001,5.3
22003,5.7
22005,4.1
22007,6.1
22009,5.8
22011,5.2
22013,5.9
22015,4.3
22017,5.4
22019,4.1
22021,6.1
22023,3.8
22025,6.4
22027,5.7
22029,6.5
22031,6.0
22033,4.4
22035,10.6
22037,4.6
22039,5.9
22041,7.2
22043,5.8
22045,5.4
22047,5.9
22049,4.7
22051,4.2
22053,4.7
22055,4.3
22057,4.5
22059,4.3
22061,5.4
22063,4.1
22065,8.1
22067,8.3
22069,6.0
22071,4.9
22073,5.3
22075,4.3
22077,5.4
22079,5.1
22081,5.1
22083,6.3
22085,5.1
22087,4.9
22089,4.3
22091,6.1
22093,6.0
22095,5.6
22097,6.3
22099,5.1
22101,5.9
22103,4.2
22105,5.5
22107,8.3
22109,4.6
22111,5.8
22113,5.1
22115,6.2
22117,5.9
22119,6.1
22121,4.5
22123,10.7
22125,4.1
22127,6.3
23000,3.0
23001,3.0
23003,4.6
23005,2.4
23007,3.8
23009,3.5
23011,2.9
23013,2.9
23015,3.0
23017,3.6
23019,3.2
23021,3.7
23023,2.3
23025,4.5
23027,3.2
23029,4.6
23031,2.7
24000,3.6
24001,5.2
24003,3.1
24005,3.7
24009,3.2
24011,3.6
24013,2.9
24015,4.0
24017,3.6
24019,4.8
24021,3.2
24023,4.4
24025,3.3
24027,2.7
24029,4.0
24031,2.9
24033,3.8
24035,3.1
24037,3.3
24039,6.1
24041,3.4
24043,3.9
24045,4.6
24047,7.4
24510,5.1
25000,2.9
25001,3.9
25003,3.5
25005,3.7
25007,4.1
25009,3.0
25011,2.7
25013,4.1
25015,2.7
25017,2.3
25019,4.2
25021,2.5
25023,3.0
25025,2.6
25027,3.1
26000,4.1
26001,6.3
26003,7.8
26005,3.1
26007,4.7
26009,5.1
26011,6.6
26013,6.3
26015,3.2
26017,4.7
26019,5.1
26021,4.0
26023,3.9
26025,4.1
26027,4.3
26029,4.6
26031,8.7
26033,6.3
26035,6.1
26037,3.0
26039,5.6
26041,5.2
26043,4.2
26045,3.4
26047,5.4
26049,4.9
26051,5.7
26053,5.2
26055,3.4
26057,4.4
26059,4.2
26061,4.9
26063,4.4
26065,3.5
26067,3.4
26069,6.0
26071,5.5
26073,3.8
26075,3.8
26077,3.3
26079,5.6
26081,2.9
26083,6.9
26085,6.4
26087,5.4
26089,3.7
26091,3.9
26093,3.3
26095,6.2
26097,9.3
26099,4.2
26101,5.5
26103,4.8
26105,4.9
26107,4.7
26109,4.0
26111,3.7
26113,4.8
26115,3.9
26117,4.1
26119,8.3
26121,4.3
26123,4.2
26125,3.4
26127,5.9
26129,6.7
26131,6.8
26133,4.0
26135,6.9
26137,4.9
26139,2.8
26141,7.6
26143,7.5
26145,4.8
26147,4.9
26149,4.3
26151,4.7
26153,7.0
26155,4.3
26157,5.1
26159,4.6
26161,2.9
26163,5.1
26165,4.5
27000,3.2
27001,6.2
27003,3.1
27005,4.0
27007,4.3
27009,3.9
27011,4.2
27013,2.8
27015,3.6
27017,4.5
27019,2.8
27021,5.5
27023,3.9
27025,3.8
27027,3.0
27029,8.2
27031,4.3
27033,3.7
27035,4.3
27037,2.9
27039,3.4
27041,3.2
27043,4.2
27045,3.3
27047,3.4
27049,3.0
27051,4.5
27053,2.8
27055,3.2
27057,5.4
27059,4.1
27061,6.0
27063,3.4
27065,5.9
27067,3.5
27069,3.6
27071,6.4
27073,3.7
27075,3.6
27077,4.1
27079,4.5
27081,3.8
27083,3.2
27085,3.7
27087,4.7
27089,5.9
27091,3.8
27093,3.9
27095,5.4
27097,5.2
27099,3.0
27101,4.3
27103,2.5
27105,3.0
27107,4.8
27109,2.6
27111,4.2
27113,4.6
27115,5.5
27117,3.5
27119,4.0
27121,3.1
27123,3.0
27125,5.3
27127,3.7
27129,4.5
27131,3.1
27133,2.3
27135,3.9
27137,4.0
27139,2.7
27141,3.5
27143,3.8
27145,3.2
27147,3.2
27149,2.7
27151,4.4
27153,4.4
27155,3.7
27157,3.3
27159,6.2
27161,3.9
27163,2.8
27165,4.0
27167,3.4
27169,2.9
27171,3.3
27173,3.8
28000,5.4
28001,7.1
28003,4.7
28005,7.0
28007,6.2
28009,6.1
28011,7.0
28013,5.5
28015,6.3
28017,5.6
28019,5.5
28021,10.7
28023,6.2
28025,7.5
28027,7.7
28029,6.6
28031,4.9
28033,4.4
28035,5.1
28037,6.8
28039,7.4
28041,7.8
28043,5.1
28045,5.6
28047,5.2
28049,5.2
28051,10.3
28053,10.1
28055,11.3
28057,4.7
28059,6.0
28061,6.8
28063,15.5
28065,6.9
28067,5.4
28069,8.0
28071,4.5
28073,4.2
28075,5.5
28077,6.8
28079,5.5
28081,4.4
28083,7.5
28085,5.6
28087,5.3
28089,4.4
28091,5.5
28093,5.7
28095,5.5
28097,6.0
28099,5.9
28101,5.5
28103,7.3
28105,5.6
28107,6.6
28109,5.2
28111,6.7
28113,6.5
28115,4.3
28117,4.9
28119,8.2
28121,3.9
28123,4.5
28125,8.4
28127,5.2
28129,5.2
28131,6.6
28133,8.9
28135,5.8
28137,5.6
28139,5.1
28141,5.1
28143,6.2
28145,4.2
28147,7.3
28149,6.0
28151,7.6
28153,6.1
28155,5.6
28157,10.1
28159,6.1
28161,5.7
28163,6.4
29000,3.3
29001,3.9
29003,2.8
29005,3.7
29007,3.4
29009,3.5
29011,3.4
29013,4.0
29015,4.8
29017,3.9
29019,2.4
29021,3.1
29023,4.7
29025,3.2
29027,2.9
29029,4.5
29031,2.9
29033,3.2
29035,4.9
29037,3.0
29039,3.7
29041,3.0
29043,2.7
29045,3.6
29047,2.9
29049,3.0
29051,2.6
29053,3.7
29055,3.8
29057,3.1
29059,4.5
29061,3.3
29063,3.1
29065,3.6
29067,5.1
29069,5.5
29071,3.2
29073,3.4
29075,2.7
29077,2.7
29079,3.5
29081,3.3
29083,3.7
29085,4.2
29087,2.8
29089,3.1
29091,4.1
29093,4.8
29095,3.7
29097,3.0
29099,3.1
29101,3.7
29103,2.9
29105,6.9
29107,3.1
29109,3.5
29111,3.2
29113,3.3
29115,4.9
29117,2.5
29119,3.3
29121,3.4
29123,3.4
29125,3.5
29127,3.2
29129,3.2
29131,3.8
29133,4.1
29135,3.0
29137,4.2
29139,3.1
29141,4.3
29143,4.3
29145,3.3
29147,3.0
29149,3.9
29151,2.4
29153,5.8
29155,5.0
29157,2.6
29159,3.5
29161,3.3
29163,3.6
29165,2.7
29167,3.4
29169,4.1
29171,3.7
29173,3.1
29175,3.9
29177,3.6
29179,3.7
29181,5.5
29183,2.5
29185,4.6
29186,2.7
29187,3.7
29189,3.1
29195,3.2
29197,4.4
29199,3.1
29201,3.5
29203,5.6
29205,3.0
29207,4.7
29209,5.0
29211,3.5
29213,5.1
29215,4.5
29217,3.5
29219,2.9
29221,4.5
29223,4.8
29225,3.6
29227,2.7
29229,5.3
29510,3.9
30000,3.5
30001,2.9
30003,7.4
30005,3.5
30007,4.0
30009,3.4
30011,2.8
30013,3.4
30015,2.7
30017,2.9
30019,2.0
30021,2.4
30023,3.2
30025,1.8
30027,3.1
30029,4.7
30031,2.3
30033,2.4
30035,7.5
30037,4.1
30039,5.7
30041,3.7
30043,3.3
30045,3.1
30047,4.2
30049,3.0
30051,2.5
30053,7.2
30055,2.0
30057,3.2
30059,3.5
30061,5.7
30063,3.2
30065,3.9
30067,3.4
30069,3.6
30071,3.7
30073,3.8
30075,2.4
30077,3.6
30079,3.8
30081,4.0
30083,2.7
30085,4.3
30087,5.0
30089,5.9
30091,2.2
30093,3.8
30095,3.1
30097,2.8
30099,3.3
30101,2.4
30103,2.7
30105,3.2
30107,3.8
30109,3.0
30111,3.2
31000,3.0
31001,3.2
31003,2.6
31005,5.4
31007,3.7
31009,5.0
31011,2.7
31013,3.2
31015,3.3
31017,3.5
31019,2.6
31021,3.4
31023,2.6
31025,3.3
31027,2.5
31029,2.3
31031,2.4
31033,3.7
31035,3.2
31037,2.7
31039,2.7
31041,2.4
31043,3.9
31045,2.9
31047,3.0
31049,2.9
31051,3.1
31053,2.9
31055,3.3
31057,2.6
31059,2.6
31061,3.4
31063,3.3
31065,2.8
31067,3.6
31069,2.9
31071,2.7
31073,2.6
31075,2.8
31077,2.9
31079,3.5
31081,3.0
31083,2.8
31085,2.4
31087,3.4
31089,2.6
31091,3.1
31093,3.5
31095,2.7
31097,3.5
31099,2.3
31101,3.2
31103,2.5
31105,3.0
31107,3.0
31109,2.8
31111,3.5
31113,3.0
31115,4.0
31117,2.7
31119,2.8
31121,3.2
31123,2.9
31125,3.0
31127,3.7
31129,2.7
31131,3.2
31133,2.9
31135,2.3
31137,2.6
31139,2.7
31141,2.9
31143,2.8
31145,2.8
31147,3.2
31149,3.1
31151,3.2
31153,2.9
31155,2.8
31157,3.7
31159,2.9
31161,2.8
31163,3.2
31165,2.8
31167,2.6
31169,2.7
31171,3.5
31173,4.5
31175,3.2
31177,2.9
31179,2.6
31181,3.5
31183,2.8
31185,2.7
32000,3.9
32001,3.5
32003,4.0
32005,3.9
32007,3.0
32009,3.7
32011,2.4
32013,2.9
32015,3.2
32017,4.0
32019,4.7
32021,4.0
32023,5.1
32027,4.0
32029,3.7
32031,3.2
32033,3.0
32510,3.9
33000,2.5
33001,2.5
33003,2.5
33005,2.6
33007,3.2
33009,2.2
33011,2.6
33013,2.3
33015,2.7
33017,2.3
33019,2.3
34000,3.6
34001,5.1
34003,2.9
34005,3.3
34007,4.0
34009,7.2
34011,5.5
34013,4.5
34015,3.7
34017,3.3
34019,2.8
34021,3.2
34023,3.1
34025,3.2
34027,2.8
34029,3.7
34031,4.3
34033,4.8
34035,3.0
34037,3.4
34039,3.7
34041,3.3
35000,4.9
35001,4.4
35003,6.2
35005,4.9
35006,6.3
35007,4.7
35009,4.1
35011,4.3
35013,5.7
35015,3.1
35017,4.8
35019,5.3
35021,5.1
35023,4.3
35025,3.9
35027,4.6
35028,3.2
35029,12.2
35031,7.0
35033,6.0
35035,4.9
35037,5.2
35039,5.3
35041,4.5
35043,4.8
35045,5.7
35047,5.8
35049,3.9
35051,6.8
35053,5.8
35055,6.0
35057,6.8
35059,3.5
35061,5.3
36000,4.0
36001,3.6
36003,5.5
36005,5.4
36007,4.7
36009,5.1
36011,4.3
36013,4.7
36015,4.2
36017,4.4
36019,4.4
36021,3.2
36023,4.9
36025,4.7
36027,3.6
36029,4.3
36031,4.7
36033,4.9
36035,5.0
36037,3.9
36039,4.5
36041,6.0
36043,4.9
36045,5.6
36047,4.1
36049,5.5
36051,4.2
36053,4.5
36055,4.2
36057,5.1
36059,3.4
36061,3.5
36063,5.0
36065,4.3
36067,3.9
36069,3.9
36071,3.8
36073,4.7
36075,5.4
36077,4.2
36079,3.7
36081,3.5
36083,3.8
36085,3.9
36087,3.6
36089,5.5
36091,3.4
36093,3.8
36095,4.7
36097,4.7
36099,3.8
36101,4.6
36103,3.7
36105,4.0
36107,4.1
36109,3.6
36111,3.8
36113,4.6
36115,4.1
36117,4.0
36119,3.8
36121,4.4
36123,3.7
37000,3.9
37001,3.8
37003,3.3
37005,4.8
37007,4.2
37009,3.7
37011,3.7
37013,4.6
37015,4.8
37017,4.8
37019,5.2
37021,3.0
37023,3.7
37025,3.6
37027,4.1
37029,3.9
37031,4.2
37033,4.5
37035,3.6
37037,3.4
37039,4.5
37041,4.7
37043,4.5
37045,4.0
37047,4.9
37049,4.1
37051,5.1
37053,3.6
37055,4.7
37057,3.7
37059,3.4
37061,4.1
37063,3.4
37065,5.9
37067,3.7
37069,4.0
37071,3.9
37073,4.1
37075,5.4
37077,3.4
37079,3.8
37081,4.1
37083,5.7
37085,4.6
37087,3.4
37089,3.3
37091,5.2
37093,4.9
37095,8.6
37097,3.6
37099,4.1
37101,3.6
37103,3.9
37105,4.5
37107,3.8
37109,3.5
37111,3.8
37113,3.9
37115,3.6
37117,5.1
37119,3.6
37121,4.6
37123,4.0
37125,3.8
37127,4.8
37129,3.6
37131,5.2
37133,4.6
37135,3.3
37137,3.8
37139,4.6
