county_code,income,loan_amount
5103,31.0,65000.0
5105,41.0,65000.0
5107,28.0,70000.0
5109,34.0,80000.0
5111,32.0,75000.0
5113,33.0,80000.0
5115,34.0,105000.0
5117,35.0,45000.0
5119,42.0,115000.0
5121,29.0,75000.0
5123,28.0,65000.0
5125,43.0,125000.0
5127,26.0,75000.0
5129,25.0,55000.0
5131,34.0,95000.0
5133,28.0,45000.0
5135,26.0,65000.0
5137,34.0,85000.0
5139,40.0,65000.0
5141,31.0,65000.0
5143,42.0,135000.0
5145,35.0,95000.0
5147,36.5,75000.0
5149,28.0,85000.0
6001,118.0,495000.0
6003,90.0,285000.0
6005,58.0,225000.0
6007,50.0,185000.0
6009,56.0,225000.0
6011,57.5,225000.0
6013,90.0,375000.0
6015,44.5,165000.0
6017,75.0,285000.0
6019,49.0,195000.0
6021,43.0,165000.0
6023,52.0,215000.0
6025,46.5,165000.0
6027,61.0,225000.0
6029,46.0,175000.0
6031,47.0,185000.0
6033,44.0,165000.0
6035,44.0,135000.0
6037,81.0,355000.0
6039,47.0,195000.0
6041,138.0,545000.0
6043,55.0,215000.0
6045,62.0,265000.0
6047,50.0,205000.0
6049,39.0,105000.0
6051,97.0,255000.0
6053,79.0,345000.0
6055,95.0,405000.0
6057,70.0,285000.0
6059,94.0,405000.0
6061,80.0,315000.0
6063,51.0,165000.0
6065,62.0,255000.0
6067,59.0,245000.0
6069,91.0,425000.0
6071,55.0,215000.0
6073,82.0,365000.0
6075,158.0,625000.0
6077,61.0,245000.0
6079,82.0,345000.0
6081,155.0,650000.0
6083,73.0,315000.0
6085,140.0,605000.0
6087,103.0,445000.0
6089,48.0,185000.0
6091,55.0,185000.0
6093,44.0,135000.0
6095,72.0,325000.0
6097,89.0,385000.0
6099,54.0,225000.0
6101,54.0,215000.0
6103,46.0,175000.0
6105,48.0,175000.0
6107,44.0,165000.0
6109,52.0,195000.0
6111,85.0,385000.0
6113,70.0,285000.0
6115,51.5,205000.0
6128,50.0,65000.0
6728,41.0,25000.0
7328,46.0,65000.0
8001,58.0,265000.0
8003,46.0,145000.0
8005,58.0,255000.0
8007,45.0,185000.0
8009,25.5,65000.0
8011,34.5,70000.0
8013,75.0,305000.0
8014,77.0,315000.0
8015,61.0,255000.0
8017,30.0,85000.0
8019,60.5,260000.0
8021,40.5,120000.0
8023,32.0,125000.0
8025,24.5,55000.0
8027,48.0,185000.0
8029,35.0,135000.0
8031,63.0,275000.0
8033,45.0,215000.0
8035,79.0,345000.0
8037,75.0,315000.0
8039,72.0,305000.0
8041,52.0,225000.0
8043,40.0,145000.0
8045,50.0,215000.0
8047,69.0,285000.0
8049,83.5,255000.0
8051,65.0,245000.0
8053,47.0,170000.0
8055,30.0,115000.0
8057,37.0,145000.0
8059,65.0,275000.0
8061,21.0,65000.0
8063,34.5,90000.0
8065,50.0,225000.0
8067,60.0,255000.0
8069,61.0,275000.0
8071,36.0,115000.0
8073,38.0,145000.0
8075,39.0,115000.0
8077,40.0,165000.0
8079,49.0,195000.0
8081,43.0,150000.0
8083,37.0,145000.0
8085,42.0,165000.0
8087,46.0,165000.0
8089,32.0,85000.0
8091,67.0,235000.0
8093,59.0,260000.0
8095,41.0,135000.0
8097,69.0,215000.0
8099,28.0,85000.0
8101,36.0,125000.0
8103,42.0,150000.0
8105,36.0,105000.0
8107,67.0,245000.0
8109,38.5,130000.0
8111,43.0,175000.0
8113,61.5,270000.0
8115,32.0,100000.0
8117,89.0,305000.0
8119,52.0,205000.0
8121,29.0,115000.0
8123,56.0,255000.0
8125,37.5,105000.0
9001,68.0,225000.0
9003,51.0,145000.0
9005,49.0,145000.0
9007,54.0,165000.0
9009,50.0,145000.0
9011,51.0,155000.0
9013,53.0,155000.0
9015,45.0,145000.0
10001,43.0,165000.0
10003,46.0,165000.0
10005,53.0,185000.0
11001,83.0,325000.0
12001,46.0,135000.0
12003,41.0,145000.0
12005,48.0,155000.0
12007,35.5,95000.0
12009,45.0,145000.0
12011,53.0,185000.0
12013,40.0,115000.0
12015,41.0,135000.0
12017,35.0,105000.0
12019,46.0,155000.0
12021,61.0,225000.0
12023,38.0,115000.0
12027,33.0,105000.0
12029,32.0,65000.0
12031,43.0,145000.0
12033,41.0,125000.0
12035,45.0,165000.0
12037,64.5,165000.0
12039,40.0,115000.0
12041,39.0,95000.0
12043,32.0,85000.0
12045,52.0,135000.0
12047,30.0,75000.0
12049,37.0,105000.0
12051,38.5,125000.0
12053,37.0,125000.0
12055,33.0,105000.0
12057,48.0,175000.0
12059,32.0,75000.0
12061,44.0,145000.0
12063,35.0,85000.0
12065,44.0,105000.0
12067,44.0,95000.0
12069,46.0,165000.0
12071,46.0,165000.0
12073,44.0,135000.0
12075,33.0,85000.0
12077,35.0,95000.0
12079,41.0,85000.0
12081,53.0,185000.0
12083,36.0,115000.0
12085,53.0,165000.0
12086,55.0,215000.0
12087,84.0,345000.0
12089,53.0,185000.0
12091,48.0,165000.0
12093,35.0,115000.0
12095,49.0,185000.0
12097,46.0,185000.0
12099,53.0,175000.0
12101,42.0,135000.0
12103,47.0,155000.0
12105,41.0,145000.0
12107,32.0,85000.0
12109,60.0,205000.0
12111,45.0,165000.0
12113,47.0,165000.0
12115,49.0,175000.0
12117,50.0,185000.0
12119,55.0,155000.0
12121,32.5,95000.0
12123,38.0,95000.0
12125,39.0,125000.0
12127,41.0,145000.0
12129,41.0,115000.0
12131,65.0,215000.0
12133,38.0,100000.0
13001,32.0,65000.0
13003,26.0,55000.0
13005,35.0,65000.0
13007,16.0,55000.0
13009,43.0,115000.0
13011,41.0,145000.0
13013,40.0,155000.0
13015,40.0,145000.0
13017,32.0,85000.0
13019,35.0,85000.0
13021,39.0,105000.0
13023,40.5,80000.0
13025,37.0,85000.0
13027,32.0,85000.0
13029,55.0,175000.0
13031,42.0,135000.0
13033,42.0,105000.0
13035,35.0,115000.0
13037,22.0,65000.0
13039,45.0,145000.0
13043,47.5,85000.0
13045,40.0,125000.0
13047,38.0,125000.0
13049,37.0,105000.0
13051,47.0,145000.0
13053,29.0,95000.0
13055,30.5,75000.0
13057,53.0,195000.0
13059,42.0,135000.0
13061,33.0,85000.0
13063,35.0,115000.0
13065,33.0,70000.0
13067,54.0,185000.0
13069,31.0,95000.0
13071,34.0,75000.0
13073,52.0,165000.0
13075,31.0,65000.0
13077,49.0,165000.0
13079,41.0,110000.0
13081,36.0,75000.0
13083,37.0,115000.0
13085,47.0,175000.0
13087,34.0,95000.0
13089,48.0,155000.0
13091,35.0,85000.0
13093,36.5,85000.0
13095,36.0,95000.0
13097,41.0,145000.0
13099,47.0,135000.0
13101,52.5,80000.0
13103,48.0,155000.0
13105,31.0,75000.0
13107,35.0,85000.0
13109,31.5,80000.0
13111,57.0,155000.0
13113,63.0,205000.0
13115,34.0,95000.0
13117,67.0,235000.0
13119,40.0,115000.0
13121,56.0,175000.0
13123,48.0,145000.0
13125,40.0,100000.0
13127,50.0,145000.0
13129,36.0,115000.0
13131,33.0,95000.0
13133,66.0,195000.0
13135,45.0,175000.0
13137,39.0,125000.0
13139,44.5,155000.0
13141,63.0,145000.0
13143,37.0,115000.0
13145,52.0,165000.0
13147,41.0,125000.0
13149,38.0,125000.0
13151,44.0,155000.0
13153,43.0,125000.0
13155,33.0,65000.0
13157,47.0,165000.0
13159,40.0,125000.0
13161,31.5,65000.0
13163,38.0,95000.0
13165,48.0,125000.0
13167,38.0,75000.0
13169,42.0,125000.0
13171,38.0,105000.0
13173,42.0,115000.0
13175,39.0,90000.0
13177,44.0,135000.0
13179,42.0,115000.0
13181,41.5,105000.0
13183,42.0,115000.0
13185,41.0,115000.0
13187,42.0,155000.0
13189,40.5,105000.0
13191,45.0,125000.0
13193,37.0,85000.0
13195,37.0,115000.0
13197,44.0,75000.0
13199,34.0,115000.0
13201,42.0,65000.0
13205,29.0,80000.0
13207,45.0,135000.0
13209,31.0,85000.0
13211,49.5,150000.0
13213,31.0,105000.0
13215,39.0,105000.0
13217,40.0,135000.0
13219,65.0,205000.0
13221,36.0,115000.0
13223,44.0,155000.0
13225,40.0,115000.0
13227,43.0,145000.0
13229,39.0,95000.0
13231,47.5,155000.0
13233,33.0,95000.0
13235,33.0,85000.0
13237,49.0,145000.0
13239,35.5,105000.0
13241,44.0,135000.0
13243,34.0,65000.0
13245,38.0,105000.0
13247,38.0,135000.0
13249,37.0,95000.0
13251,38.5,80000.0
13253,33.0,65000.0
13255,36.0,115000.0
13257,34.0,85000.0
13259,46.0,85000.0
13261,33.5,75000.0
13263,40.0,155000.0
13265,25.0,55000.0
13267,42.0,95000.0
13269,35.0,55000.0
13271,36.0,75000.0
13273,37.0,75000.0
13275,42.0,120000.0
13277,40.0,115000.0
13279,39.5,105000.0
13281,42.5,135000.0
13283,34.5,50000.0
13285,38.0,115000.0
13287,36.5,80000.0
13289,29.5,60000.0
13291,43.0,135000.0
13293,29.0,75000.0
13295,34.0,105000.0
13297,45.0,155000.0
13299,37.5,90000.0
13301,36.0,105000.0
13303,37.0,85000.0
13305,37.0,105000.0
13307,53.5,90000.0
13309,33.5,70000.0
13311,42.0,135000.0
13313,33.0,115000.0
13315,34.0,55000.0
13317,32.0,75000.0
13319,26.0,65000.0
13321,36.0,65000.0
15001,59.0,225000.0
15003,75.0,345000.0
15007,82.0,380000.0
15009,78.0,355000.0
16001,52.0,205000.0
16003,49.0,155000.0
16005,36.0,115000.0
16007,40.0,105000.0
16009,40.0,125000.0
16011,35.5,115000.0
16013,59.0,235000.0
16015,53.0,175000.0
16017,47.0,175000.0
16019,37.0,135000.0
16021,36.0,135000.0
16023,34.0,85000.0
16025,43.0,135000.0
16027,39.0,155000.0
16029,46.5,135000.0
16031,38.0,115000.0
16033,29.0,125000.0
16035,40.0,125000.0
16037,41.0,105000.0
16039,35.5,115000.0
16041,38.0,145000.0
16043,40.0,135000.0
16045,37.5,145000.0
16047,34.0,115000.0
16049,41.0,125000.0
16051,42.5,155000.0
16053,34.0,125000.0
16055,49.0,205000.0
16057,50.0,175000.0
16059,40.0,125000.0
16061,35.0,90000.0
16063,35.0,110000.0
16065,46.0,155000.0
16067,34.0,125000.0
16069,42.0,155000.0
16071,37.0,115000.0
16073,30.5,115000.0
16075,38.0,125000.0
16077,33.0,95000.0
16079,30.0,85000.0
16081,52.5,235000.0
16083,37.0,125000.0
16085,56.0,185000.0
16087,33.0,105000.0
17001,35.5,85000.0
17003,30.0,55000.0
17005,39.0,65000.0
17007,40.0,105000.0
17009,37.0,65000.0
17011,33.5,70000.0
17013,42.5,75000.0
17015,31.0,65000.0
17017,35.0,60000.0
17019,43.0,105000.0
17021,33.0,65000.0
17023,34.0,65000.0
17025,32.5,55000.0
17027,42.0,95000.0
17029,33.0,65000.0
17031,52.0,155000.0
17033,35.0,65000.0
17035,34.0,75000.0
17037,43.0,115000.0
17039,34.0,70000.0
17041,33.0,75000.0
17043,58.0,175000.0
17045,35.0,55000.0
17047,28.5,55000.0
17049,40.0,95000.0
17051,37.5,65000.0
17053,35.0,75000.0
17055,34.0,65000.0
17057,31.0,55000.0
17059,34.0,45000.0
17061,35.0,55000.0
17063,48.0,135000.0
17065,35.5,55000.0
17067,35.0,55000.0
17069,34.0,75000.0
17071,38.5,65000.0
17073,37.0,75000.0
17075,36.0,85000.0
17077,34.0,65000.0
17079,33.0,65000.0
17081,39.0,75000.0
17083,35.5,75000.0
17085,41.0,105000.0
17087,41.0,85000.0
17089,50.0,155000.0
17091,41.0,105000.0
17093,54.0,165000.0
17095,34.0,65000.0
17097,53.0,145000.0
17099,39.0,85000.0
17101,34.0,45000.0
17103,38.0,75000.0
17105,37.0,75000.0
17107,32.0,75000.0
17109,33.0,55000.0
17111,50.0,145000.0
17113,44.0,105000.0
17115,36.0,75000.0
17117,34.0,65000.0
17119,39.0,85000.0
17121,33.0,65000.0
17123,40.0,65000.0
17125,29.5,60000.0
17127,32.0,65000.0
17129,42.0,85000.0
17131,36.0,75000.0
17133,52.0,145000.0
17135,36.0,75000.0
17137,36.0,75000.0
17139,33.5,75000.0
17141,42.0,100000.0
17143,38.0,75000.0
17145,39.0,65000.0
17147,39.0,105000.0
17149,31.0,55000.0
17151,36.0,65000.0
17153,23.0,50000.0
17155,47.0,85000.0
17157,39.0,75000.0
17159,32.0,85000.0
17161,35.0,85000.0
17163,41.0,95000.0
17165,27.5,60000.0
17167,41.0,85000.0
17169,36.5,65000.0
17171,35.0,35000.0
17173,38.0,65000.0
17175,38.5,80000.0
17177,34.0,65000.0
17179,36.0,85000.0
17181,36.0,65000.0
17183,35.0,60000.0
17185,35.5,75000.0
17187,35.0,65000.0
17189,42.5,85000.0
17191,34.0,55000.0
17193,31.0,60000.0
17195,34.0,75000.0
17197,51.0,155000.0
17199,36.0,75000.0
17201,36.0,75000.0
17203,40.0,95000.0
18001,32.0,85000.0
18003,35.0,105000.0
18005,40.0,115000.0
18007,33.0,75000.0
18009,32.0,65000.0
18011,53.0,145000.0
18013,46.0,135000.0
18015,34.0,90000.0
18017,34.0,75000.0
18019,30.0,125000.0
18021,33.0,80000.0
18023,32.0,85000.0
18025,30.0,85000.0
18027,36.0,95000.0
18029,41.0,125000.0
18031,35.0,95000.0
18033,34.0,85000.0
18035,34.0,75000.0
18037,35.0,105000.0
18039,37.0,115000.0
18041,27.0,65000.0
18043,29.0,115000.0
18045,35.0,75000.0
18047,37.0,95000.0
18049,30.0,75000.0
18051,34.0,85000.0
18053,31.0,75000.0
18055,35.0,75000.0
18057,59.0,185000.0
18059,44.0,135000.0
18061,35.0,125000.0
18063,46.0,145000.0
18065,33.0,65000.0
18067,35.0,75000.0
18069,32.0,75000.0
18071,34.0,95000.0
18073,40.0,115000.0
18075,29.0,75000.0
18077,35.0,95000.0
18079,35.0,85000.0
18081,42.0,125000.0
18083,32.0,65000.0
18085,39.0,115000.0
18087,43.0,105000.0
18089,41.0,115000.0
18091,36.0,95000.0
18093,32.0,85000.0
18095,32.0,85000.0
18097,37.0,115000.0
18099,36.0,95000.0
18101,40.0,85000.0
18103,29.0,75000.0
18105,42.0,135000.0
18107,33.0,85000.0
18109,40.0,125000.0
18111,34.0,85000.0
18113,36.0,95000.0
18115,37.0,105000.0
18117,30.0,85000.0
18119,35.0,105000.0
18121,32.0,65000.0
18123,36.0,75000.0
18125,36.0,65000.0
18127,45.0,135000.0
18129,37.5,100000.0
18131,32.0,85000.0
18133,36.0,95000.0
18135,30.0,65000.0
18137,36.5,95000.0
18139,33.0,75000.0
18141,35.0,85000.0
18143,32.0,95000.0
18145,37.0,95000.0
18147,34.0,85000.0
18149,32.0,85000.0
18151,39.0,105000.0
18153,36.5,65000.0
18155,37.0,95000.0
18157,37.0,115000.0
18159,36.0,90000.0
18161,35.0,85000.0
18163,35.0,95000.0
18165,33.0,65000.0
18167,33.0,75000.0
18169,32.0,75000.0
18171,36.5,80000.0
18173,43.0,115000.0
18175,32.0,95000.0
18177,31.0,65000.0
18179,35.0,85000.0
18181,37.0,95000.0
18183,37.0,105000.0
19001,38.0,75000.0
19003,43.5,75000.0
19005,37.0,75000.0
19007,33.0,55000.0
19009,28.0,65000.0
19011,39.5,90000.0
19013,36.0,75000.0
19015,38.0,95000.0
19017,37.0,75000.0
19019,39.5,75000.0
19021,36.0,95000.0
19023,34.0,65000.0
19025,36.0,65000.0
19027,35.0,85000.0
19029,35.5,75000.0
19031,45.5,105000.0
19033,39.0,85000.0
19035,32.0,65000.0
19037,34.0,75000.0
19039,35.5,70000.0
19041,32.5,80000.0
19043,41.0,85000.0
19045,39.0,95000.0
19047,34.0,75000.0
19049,56.0,145000.0
19051,33.5,75000.0
19053,35.5,65000.0
19055,37.0,85000.0
19057,34.0,75000.0
19059,43.0,115000.0
19061,39.0,105000.0
19063,40.0,75000.0
19065,31.0,45000.0
19067,38.0,75000.0
19069,32.0,55000.0
19071,38.0,75000.0
19073,38.0,55000.0
19075,39.0,70000.0
19077,40.0,85000.0
19079,37.0,85000.0
19081,33.5,65000.0
19083,31.0,55000.0
19085,36.0,95000.0
19087,36.5,85000.0
19089,32.0,105000.0
19091,34.0,75000.0
19093,31.0,45000.0
19095,40.5,90000.0
19097,35.0,85000.0
19099,38.0,85000.0
19101,37.0,75000.0
19103,51.0,135000.0
19105,36.0,85000.0
19107,31.0,65000.0
19109,36.5,65000.0
19111,34.0,65000.0
19113,41.0,95000.0
19115,35.0,95000.0
19117,33.0,75000.0
19119,34.0,95000.0
19121,46.0,125000.0
19123,39.0,85000.0
19125,42.0,105000.0
19127,33.0,75000.0
19129,47.5,125000.0
19131,31.0,75000.0
19133,41.0,95000.0
19135,40.0,75000.0
19137,31.0,55000.0
19139,40.0,95000.0
19141,35.5,85000.0
19143,32.0,65000.0
19145,33.5,75000.0
19147,35.0,75000.0
19149,42.0,105000.0
19151,31.0,55000.0
19153,44.0,125000.0
19155,38.0,95000.0
19157,34.0,85000.0
19159,34.0,55000.0
19161,33.0,65000.0
19163,46.0,115000.0
19165,37.5,80000.0
19167,35.0,105000.0
19169,47.0,135000.0
19171,33.0,65000.0
19173,34.0,65000.0
19175,35.0,65000.0
19177,34.5,90000.0
19179,33.0,55000.0
19181,50.0,145000.0
19183,37.0,85000.0
19185,32.5,65000.0
19187,35.5,75000.0
19189,37.0,75000.0
19191,34.5,110000.0
19193,38.0,105000.0
19195,31.0,65000.0
19197,38.0,75000.0
20001,28.0,60000.0
20003,33.0,65000.0
20005,35.0,75000.0
20007,48.0,65000.0
20009,32.0,65000.0
20011,31.0,65000.0
20013,34.0,60000.0
20015,41.0,95000.0
20017,32.5,65000.0
20019,51.0,65000.0
20021,33.0,65000.0
20023,26.0,35000.0
20025,43.5,65000.0
20027,41.0,85000.0
20029,38.5,65000.0
20031,43.0,85000.0
20033,38.5,75000.0
20035,35.0,65000.0
20037,35.0,75000.0
20039,21.5,45000.0
20041,41.0,85000.0
20043,33.5,75000.0
20045,49.0,145000.0
20047,37.5,100000.0
20049,38.5,30000.0
20051,39.0,105000.0
20053,37.0,95000.0
20055,43.0,125000.0
20057,39.0,115000.0
20059,38.0,95000.0
20061,44.0,105000.0
20063,23.0,55000.0
20065,76.5,120000.0
20067,37.0,95000.0
20069,41.0,95000.0
20071,57.5,160000.0
20073,36.5,55000.0
20075,46.0,85000.0
20077,30.5,55000.0
20079,37.0,85000.0
20081,39.0,75000.0
20083,35.5,100000.0
20085,41.0,85000.0
20087,40.0,105000.0
20089,44.5,75000.0
20091,57.0,185000.0
20093,41.0,115000.0
20095,38.0,75000.0
20097,38.0,75000.0
20099,30.5,50000.0
20101,41.0,60000.0
20103,49.0,135000.0
20105,43.0,95000.0
20107,37.0,95000.0
20109,32.0,85000.0
20111,36.0,85000.0
20113,37.5,95000.0
20115,32.0,65000.0
20117,32.5,65000.0
20119,43.0,60000.0
20121,47.0,135000.0
20123,31.0,85000.0
20125,31.0,55000.0
20127,29.0,45000.0
20129,40.5,75000.0
20131,34.0,55000.0
20133,33.0,65000.0
20135,43.0,70000.0
20137,42.0,75000.0
20139,35.0,85000.0
20141,37.0,65000.0
20143,42.0,80000.0
20145,34.0,55000.0
20147,23.5,60000.0
20149,51.0,150000.0
20151,37.0,65000.0
20153,28.0,55000.0
20155,33.0,65000.0
20157,43.0,65000.0
20159,26.0,55000.0
20161,50.0,135000.0
20163,23.0,55000.0
20165,31.0,45000.0
20167,35.0,75000.0
20169,37.0,85000.0
20171,44.0,85000.0
20173,40.0,105000.0
20175,33.0,105000.0
20177,37.0,85000.0
20179,36.0,95000.0
20181,33.0,85000.0
20183,30.0,65000.0
20185,33.0,35000.0
20187,36.0,75000.0
20189,41.0,95000.0
20191,35.0,65000.0
20193,37.5,95000.0
20195,48.0,75000.0
20197,36.5,90000.0
20199,19.0,65000.0
20201,44.0,75000.0
20203,56.5,85000.0
20205,32.0,45000.0
20207,24.0,35000.0
20209,35.0,105000.0
21001,26.0,95000.0
21003,30.5,90000.0
21005,36.0,115000.0
21007,30.0,65000.0
21009,31.0,85000.0
21011,37.0,65000.0
21013,27.0,75000.0
21015,46.0,135000.0
21017,39.0,90000.0
21019,33.0,75000.0
21021,39.0,95000.0
21023,35.0,75000.0
21025,30.0,85000.0
21027,32.0,85000.0
21029,33.0,135000.0
21031,32.0,75000.0
21033,35.0,85000.0
21035,35.0,95000.0
21037,41.0,105000.0
21039,34.5,70000.0
21041,25.0,85000.0
21043,32.0,85000.0
21045,28.5,75000.0
21047,41.0,105000.0
21049,36.0,105000.0
21051,28.0,65000.0
21053,29.0,60000.0
21055,32.5,65000.0
21057,29.0,60000.0
21059,37.0,95000.0
21061,35.5,90000.0
21063,34.5,55000.0
21065,25.0,75000.0
21067,40.0,135000.0
21069,34.0,75000.0
21071,29.0,65000.0
21073,34.0,105000.0
21075,24.0,55000.0
21077,35.0,115000.0
21079,39.0,115000.0
21081,38.5,110000.0
21083,31.0,75000.0
21085,30.0,85000.0
21087,34.0,65000.0
21089,34.0,75000.0
21091,35.5,75000.0
21093,35.0,115000.0
21095,34.0,55000.0
21097,35.0,95000.0
21099,30.0,85000.0
21101,37.0,85000.0
21103,34.0,115000.0
21105,20.0,55000.0
21107,36.0,85000.0
21109,29.0,85000.0
21111,30.0,125000.0
21113,38.0,125000.0
21115,35.5,80000.0
21117,40.0,115000.0
21119,29.0,65000.0
21121,27.0,65000.0
21123,27.0,85000.0
21125,36.0,105000.0
21127,41.0,75000.0
21129,31.0,85000.0
21131,33.0,65000.0
21133,31.0,55000.0
21135,33.0,75000.0
21137,32.5,95000.0
21139,25.5,65000.0
21141,30.0,95000.0
21143,41.0,105000.0
21145,35.0,85000.0
21147,26.5,75000.0
21149,36.0,75000.0
21151,40.0,125000.0
21153,32.0,75000.0
21155,32.0,85000.0
21157,34.0,85000.0
21159,33.0,75000.0
21161,34.5,75000.0
21163,35.0,105000.0
21165,30.0,80000.0
21167,34.0,105000.0
21169,20.0,85000.0
21171,30.5,65000.0
21173,35.0,95000.0
21175,43.0,95000.0
21177,31.5,65000.0
21179,32.0,115000.0
21181,44.0,105000.0
21183,32.0,85000.0
21185,47.0,185000.0
21187,31.0,85000.0
21189,40.0,55000.0
21191,38.0,95000.0
21193,36.0,85000.0
21195,33.0,65000.0
21197,29.5,75000.0
21199,32.5,85000.0
21201,29.0,45000.0
21203,35.0,85000.0
21205,40.0,95000.0
21207,30.0,85000.0
21209,44.0,155000.0
21211,38.0,135000.0
21213,31.0,95000.0
21215,39.0,165000.0
21217,30.0,95000.0
21219,29.5,100000.0
21221,42.0,105000.0
21223,38.0,105000.0
21225,29.5,60000.0
21227,36.0,135000.0
21229,33.5,100000.0
21231,32.0,65000.0
21233,35.5,75000.0
21235,32.0,85000.0
21237,39.0,130000.0
21239,42.0,135000.0
22001,35.0,95000.0
22003,40.0,75000.0
22005,51.0,175000.0
22007,41.0,105000.0
22009,33.0,95000.0
22011,46.0,125000.0
22013,43.0,95000.0
22015,46.0,145000.0
22017,39.0,115000.0
22019,46.0,135000.0
22021,36.0,60000.0
22023,55.0,125000.0
22025,67.0,105000.0
22027,38.0,85000.0
22029,45.0,115000.0
22031,48.0,125000.0
22033,45.0,145000.0
22035,32.5,85000.0
22037,40.5,125000.0
22039,36.0,70000.0
22041,32.0,95000.0
22043,40.5,105000.0
22045,37.0,95000.0
22047,47.0,155000.0
22049,38.5,75000.0
22051,42.0,145000.0
22053,41.5,95000.0
22055,43.0,145000.0
22057,41.0,125000.0
22059,38.0,85000.0
22061,45.0,145000.0
22063,43.0,145000.0
22065,51.0,85000.0
22067,33.0,75000.0
22069,43.0,115000.0
22071,51.0,165000.0
22073,42.0,125000.0
22075,58.0,185000.0
22077,47.0,125000.0
22079,40.0,115000.0
22081,32.5,75000.0
22083,33.5,85000.0
22085,42.0,95000.0
22087,39.0,125000.0
22089,47.0,155000.0
22091,32.5,80000.0
22093,44.0,125000.0
